voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Paul Donald KENNEDY Scottish Liberal Democrats,Math CAMPBELL-STURGESS Scottish National Party (SNP),Gemma PENFOLD Scottish Conservative and Unionist,skipped,skipped,3
1,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
2,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
3,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
4,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
5,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
6,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
7,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
8,David KINNIBURGH Scottish Conservative and Unionist,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,skipped,3
9,David KINNIBURGH Scottish Conservative and Unionist,Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,3
10,David KINNIBURGH Scottish Conservative and Unionist,Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,skipped,skipped,3
11,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
12,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
13,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
14,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
15,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
16,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
17,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
18,Math CAMPBELL-STURGESS Scottish National Party (SNP),Howard GREEN Scottish Greens - Think Global Act Local,Paul Donald KENNEDY Scottish Liberal Democrats,Gemma PENFOLD Scottish Conservative and Unionist,David KINNIBURGH Scottish Conservative and Unionist,3
