voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
1,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
2,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
3,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
4,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
5,Sandra THORNTON Scottish Conservative and Unionist,Willie PATERSON Scottish Liberal Democrats,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Callum MCNALLY Labour and Co-operative Party,Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,Gillian RENWICK Scottish National Party (SNP),3
6,Callum MCNALLY Labour and Co-operative Party,Gillian RENWICK Scottish National Party (SNP),Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Willie PATERSON Scottish Liberal Democrats,Sandra THORNTON Scottish Conservative and Unionist,3
7,Callum MCNALLY Labour and Co-operative Party,Gillian RENWICK Scottish National Party (SNP),Carolynn SCRIMGEOUR Scottish Greens ̢���� Think Global Act Local,James Raymond WATSON Freedom Alliance. Leave our Children Alone.,Willie PATERSON Scottish Liberal Democrats,Sandra THORNTON Scottish Conservative and Unionist,3
8,Gillian RENWICK Scottish National Party (SNP),Callum MCNALLY Labour and Co-operative Party,Sandra THORNTON Scottish Conservative and Unionist,skipped,skipped,skipped,3
9,Gillian RENWICK Scottish National Party (SNP),Callum MCNALLY Labour and Co-operative Party,Sandra THORNTON Scottish Conservative and Unionist,skipped,skipped,skipped,3
10,Gillian RENWICK Scottish National Party (SNP),Callum MCNALLY Labour and Co-operative Party,Sandra THORNTON Scottish Conservative and Unionist,skipped,skipped,skipped,3
11,Gillian RENWICK Scottish National Party (SNP),Callum MCNALLY Labour and Co-operative Party,Sandra THORNTON Scottish Conservative and Unionist,skipped,skipped,skipped,3
12,Gillian RENWICK Scottish National Party (SNP),Callum MCNALLY Labour and Co-operative Party,Sandra THORNTON Scottish Conservative and Unionist,skipped,skipped,skipped,3
