,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.8345864661654159,0.25,0,0,1.0,0.0,0.0,0,0.8253968253968242,0.8695652173913024,0.8243243243243232,0.6923076923076921
strat_truncate_L,-1.0,-1.0,-1,0,0.0,-1.0,-1.0,-1,0.9182692307692286,-1.0,0.8504672897196262,0.9032258064516122
strat_truncate_W,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0.8067632850241568,-1.0,0.7516339869281029,0.6827956989247307
strat_bury_shallow,-1.0,-1.0,-1,0,0.0,0.0,0.0,0,0.6030150753768857,0.3176470588235296,0.5542168674698799,0.314102564102564
strat_bury_deep,-1.0,-1.0,-1,0,0.21875,0.01,0.01,0,0.1597633136094675,0.3662337662337663,0.2440677966101696,0.04424778761061947
