voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
1,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
2,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
3,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
4,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
5,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
6,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
7,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
8,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
9,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
10,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
11,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
12,Gary BARTON (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
13,Gary BARTON (Ind),Grn,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
14,Gary BARTON (Ind),Grn,Glasgow First,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
15,Gary BARTON (Ind),Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
16,Gary BARTON (Ind),Soc,Glasgow First,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
17,Gary BARTON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
18,Gary BARTON (Ind),SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
19,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
20,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
21,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
22,Gary BARTON (Ind),SNP,Glasgow First,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
23,Gary BARTON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
24,Gary BARTON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
25,Gary BARTON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
26,Gary BARTON (Ind),SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
27,Gary BARTON (Ind),SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
28,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
29,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
30,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
31,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
32,Gary BARTON (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
33,Gary BARTON (Ind),SNP,Britannica,Con,SU,Lab,Glasgow First,Thomas RANNACHAN (Ind),Lab,Grn,Soc,LD,SNP,3,13
34,Gary BARTON (Ind),SNP,Britannica,Glasgow First,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
35,Gary BARTON (Ind),SNP,Lab,Grn,Soc,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
36,Gary BARTON (Ind),SNP,Glasgow First,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
37,Gary BARTON (Ind),SNP,Lab,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
38,Gary BARTON (Ind),Britannica,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
39,Gary BARTON (Ind),Britannica,SU,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
40,Gary BARTON (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
41,Gary BARTON (Ind),Con,SU,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
42,Gary BARTON (Ind),Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
43,Gary BARTON (Ind),Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
44,Gary BARTON (Ind),Lab,SU,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
45,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
46,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
47,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
48,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
49,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
50,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
51,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
52,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
53,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
54,Gary BARTON (Ind),Glasgow First,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
55,Gary BARTON (Ind),Glasgow First,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
56,Gary BARTON (Ind),Glasgow First,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
57,Gary BARTON (Ind),Glasgow First,SU,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
58,Gary BARTON (Ind),Glasgow First,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
59,Gary BARTON (Ind),Glasgow First,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
60,Gary BARTON (Ind),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
61,Gary BARTON (Ind),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
62,Gary BARTON (Ind),Thomas RANNACHAN (Ind),Glasgow First,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
63,Gary BARTON (Ind),Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
64,Gary BARTON (Ind),Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
65,Gary BARTON (Ind),Lab,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
66,Gary BARTON (Ind),Lab,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
67,Gary BARTON (Ind),Lab,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
68,Gary BARTON (Ind),Lab,Britannica,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
69,Gary BARTON (Ind),Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
70,Gary BARTON (Ind),Lab,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
71,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
72,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
73,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
74,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
75,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
76,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
77,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
78,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
79,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
80,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
81,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
82,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
83,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
84,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
85,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
86,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
87,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
88,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
