3 1
618 1 0
27 1 2 0
153 1 2 3 0
38 1 3 0
183 1 3 2 0
3729 2 0
100 2 1 0
747 2 1 3 0
44 2 3 0
334 2 3 1 0
1290 3 0
92 3 1 0
676 3 1 2 0
48 3 2 0
295 3 2 1 0
0
WOODWARD Andrew
ALLAN Steve
KING Dominic
