ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,Num cands,Num seats
95200_00020_000248,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000174,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000173,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000171,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000136,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000135,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000100,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000099,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000022,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000004,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000257,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000255,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,Write-in,skipped,2,1
95200_00020_000179,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000132,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000096,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000095,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000062,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000061,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000041,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000023,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000015,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000254,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,Write-in,skipped,2,1
95200_00020_000253,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000252,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000251,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000186,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000185,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000184,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000183,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000137,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000102,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000101,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000066,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000065,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000014,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000214,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000213,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,Write-in,skipped,2,1
95200_00020_000212,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000211,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000150,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000149,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000110,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000109,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000072,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000071,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000043,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000025,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000217,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000216,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000215,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000156,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000155,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000117,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000074,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000073,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000048,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000026,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000008,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000226,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000224,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000223,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000162,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000161,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000126,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000125,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000086,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000085,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000050,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000027,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000018,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000202,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000200,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000199,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000144,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000143,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000116,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000115,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000078,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000077,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000046,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000206,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000205,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000204,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000203,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000108,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000107,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000069,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000044,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000005,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000220,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000219,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000124,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000084,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000083,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000030,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000006,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000262,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000261,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000260,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000259,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000190,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000141,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000104,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000103,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000080,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000049,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000031,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000210,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000209,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000208,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000207,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000151,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000112,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000111,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000076,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000045,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000010,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000234,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000233,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000232,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
95200_00020_000160,Ballot 30 - Type 30,Absentee,Judicial 3,Judicial,District 29 - Absentee,District 29 - Absentee,Region V,"Rauscher, George",skipped,2,1
