ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,Num cands,Num seats
92300_00001_000094,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""","Schrage, Calvin R.",skipped,3,1
92300_00001_000093,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,Write-in,skipped,skipped,3,1
92300_00001_000052,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000051,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000034,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000019,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""",Write-in,skipped,3,1
92300_00001_000001,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000092,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,Write-in,skipped,skipped,3,1
92300_00001_000091,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000040,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000039,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000023,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000020,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000012,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000097,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000061,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""",skipped,skipped,3,1
92300_00001_000060,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000042,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000007,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000096,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000095,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""",skipped,skipped,3,1
92300_00001_000059,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000058,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000041,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""","Schrage, Calvin R.",skipped,3,1
92300_00001_000022,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000008,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000068,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000067,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000046,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000024,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000002,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000082,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000081,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000049,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000025,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000003,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000072,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000071,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000045,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000026,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000004,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""",skipped,skipped,3,1
92300_00001_000066,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000065,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Lurtsema, Joseph M. ""Joe""","Schrage, Calvin R.",skipped,3,1
92300_00001_000043,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.","Lurtsema, Joseph M. ""Joe""",skipped,3,1
92300_00001_000027,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000011,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000078,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",Write-in,"Lurtsema, Joseph M. ""Joe""",3,1
92300_00001_000077,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000047,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000028,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000018,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000074,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000073,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000048,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
92300_00001_000029,Ballot 13 - Type 13,Absentee,Judicial 3,Judicial,District 12 - Absentee,District 12 - Absentee,Region II,"Schrage, Calvin R.",skipped,skipped,3,1
