ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,Num cands,Num seats
92200_00043_000100,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000099,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000062,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000061,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000038,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000019,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000004,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000092,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000091,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000056,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000055,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000037,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000020,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000012,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000094,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000093,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000060,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.","Sims, Aimée",skipped,3,1
92200_00043_000059,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000039,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000021,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000015,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000096,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000095,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000058,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000057,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000040,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000022,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000018,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000098,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000097,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Sims, Aimée",skipped,skipped,3,1
92200_00043_000064,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000063,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
92200_00043_000041,Ballot 22 - Type 22,Absentee,Judicial 3,Judicial,District 21 - Absentee,District 21 - Absentee,Region II,"Mears, Donna C.",skipped,skipped,3,1
