ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,Num cands,Num seats
92902_00000_830342_,Ballot 29 - Type 29,Early Voting,Judicial 3,Judicial,District 28 - Early Voting,District 28 - Early Voting,Region II,Write-in,skipped,skipped,skipped,4,1
92902_00000_319478_,Ballot 29 - Type 29,Early Voting,Judicial 3,Judicial,District 28 - Early Voting,District 28 - Early Voting,Region II,"Menard, Steve",skipped,skipped,skipped,4,1
92902_00000_660859_,Ballot 29 - Type 29,Early Voting,Judicial 3,Judicial,District 28 - Early Voting,District 28 - Early Voting,Region II,"Moore, Elexie",skipped,skipped,skipped,4,1
92902_00000_878463_,Ballot 29 - Type 29,Early Voting,Judicial 3,Judicial,District 28 - Early Voting,District 28 - Early Voting,Region II,"Menard, Steve","Moore, Elexie",skipped,skipped,4,1
28465_00000_609153_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Jessica",skipped,skipped,skipped,4,1
28465_00000_608679_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Menard, Steve",skipped,skipped,skipped,4,1
28465_00000_607132_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Menard, Steve","Wright, Jessica",skipped,skipped,4,1
28465_00000_605620_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Menard, Steve",skipped,skipped,skipped,4,1
28465_00000_601764_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Moore, Elexie","Wright, Jessica","Menard, Steve",skipped,4,1
28465_00000_599740_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Moore, Elexie","Menard, Steve","Wright, Jessica",skipped,4,1
