ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
38818_00001_000057,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,5,1
38818_00001_000045,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000027,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","McCormick, C.J.","Jimmie, Nellie D. ""Unangik""",skipped,skipped,5,1
38818_00001_000009,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000080,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Sosa, Victoria B.",skipped,5,1
38818_00001_000079,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Keppel, Willy","Sosa, Victoria B.",skipped,5,1
38818_00001_000047,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.","Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""","Keppel, Willy",skipped,5,1
38818_00001_000028,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000012,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000083,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000048,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.","Keppel, Willy",skipped,5,1
38818_00001_000029,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.","McCormick, C.J.",skipped,5,1
38818_00001_000018,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000049,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,5,1
38818_00001_000030,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000016,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000060,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""",Write-in,"Sosa, Victoria B.","Keppel, Willy",5,1
38818_00001_000059,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000040,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.","Keppel, Willy",skipped,skipped,skipped,5,1
38818_00001_000031,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000013,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000078,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000077,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000052,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,5,1
38818_00001_000032,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000015,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy","McCormick, C.J.",skipped,skipped,skipped,5,1
38818_00001_000082,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000081,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""","Keppel, Willy","Sosa, Victoria B.","McCormick, C.J.",skipped,5,1
38818_00001_000051,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000033,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000014,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000066,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000065,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38818_00001_000050,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Keppel, Willy",skipped,5,1
38818_00001_000034,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000010,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000054,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000035,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38818_00001_000003,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000053,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000036,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38818_00001_000006,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38810_00000_824413_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_824402_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","McCormick, C.J.",skipped,skipped,skipped,5,1
38810_00000_824337_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",Write-in,"Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""","McCormick, C.J.",5,1
38810_00000_824055_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.",skipped,skipped,skipped,5,1
38810_00000_814904_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_814699_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Keppel, Willy","Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""",skipped,5,1
38810_00000_620946_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_620931_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Keppel, Willy","Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""",skipped,5,1
38810_00000_620796_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",Write-in,skipped,skipped,skipped,5,1
38810_00000_620621_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Sosa, Victoria B.","Keppel, Willy",skipped,5,1
38810_00000_503892_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_503744_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,skipped,5,1
38810_00000_503667_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_503317_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Sosa, Victoria B.",skipped,skipped,5,1
38810_00000_407350_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.","McCormick, C.J.",skipped,5,1
38810_00000_391343_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Sosa, Victoria B.",skipped,skipped,5,1
38810_00000_380975_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,skipped,5,1
38810_00000_380745_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Keppel, Willy",skipped,skipped,skipped,5,1
38810_00000_240781_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","McCormick, C.J.",skipped,skipped,skipped,5,1
38810_00000_240676_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Sosa, Victoria B.","McCormick, C.J.","Keppel, Willy",skipped,skipped,5,1
38810_00000_191453_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""","McCormick, C.J.",skipped,5,1
38810_00000_191283_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_084328_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_084241_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,skipped,skipped,5,1
38810_00000_024246_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_003153_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Sosa, Victoria B.","Jimmie, Nellie D. ""Unangik""","Keppel, Willy",skipped,5,1
38810_00000_977064_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Sosa, Victoria B.",skipped,skipped,skipped,skipped,5,1
38810_00000_967935_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_967717_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,5,1
38810_00000_967516_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.","McCormick, C.J.",skipped,skipped,5,1
38810_00000_967492_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.",skipped,skipped,skipped,5,1
38810_00000_967272_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,skipped,skipped,5,1
38810_00000_967015_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Jimmie, Nellie D. ""Unangik""",skipped,skipped,skipped,5,1
38810_00000_967000_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_742422_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","McCormick, C.J.",skipped,skipped,skipped,5,1
38810_00000_737709_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_737639_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_737518_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.","Keppel, Willy",skipped,skipped,skipped,5,1
38810_00000_737069_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_722960_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_601753_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy",skipped,skipped,skipped,skipped,5,1
38810_00000_601524_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
38810_00000_601119_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,5,1
38810_00000_601078_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Keppel, Willy","McCormick, C.J.","Jimmie, Nellie D. ""Unangik""","Sosa, Victoria B.",skipped,5,1
38810_00000_482956_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","McCormick, C.J.","Keppel, Willy","Sosa, Victoria B.",skipped,5,1
38810_00000_482897_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"Jimmie, Nellie D. ""Unangik""","Keppel, Willy","Sosa, Victoria B.","McCormick, C.J.",skipped,5,1
38810_00000_482722_,Ballot 42 - Type 42,Election Day,Judicial 4,Judicial,38-810 Bethel No. 2,38-810 Bethel No. 2,Region IV,"McCormick, C.J.",skipped,skipped,skipped,skipped,5,1
