ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,Num cands,Num seats
28465_00000_291372_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_290588_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen",skipped,skipped,4,1
28465_00000_288220_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_196126_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_195463_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_194739_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_193376_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Yundt, Robert",skipped,skipped,4,1
28465_00000_138641_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_137425_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_101393_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_101253_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_058366_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_057924_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_039062_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Yundt, Robert",skipped,skipped,4,1
28465_00000_016343_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.",skipped,skipped,4,1
28465_00000_002948_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Yundt, Robert","Wilson, David S.",skipped,4,1
28465_00000_974798_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.",skipped,skipped,4,1
28465_00000_972412_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_971458_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Yundt, Robert","Wilson, David S.",skipped,4,1
28465_00000_969462_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_967811_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_967496_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_967151_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_966604_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen","Yundt, Robert",skipped,4,1
28465_00000_966505_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_962560_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen","Yundt, Robert",skipped,4,1
28465_00000_959215_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_958778_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_957283_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen","Yundt, Robert",skipped,4,1
28465_00000_955723_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_953231_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_765555_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_764383_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_763909_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wilson, David S.","Wright, Stephen",skipped,4,1
28465_00000_763660_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.",skipped,skipped,4,1
28465_00000_761183_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_760131_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_759707_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Yundt, Robert","Wright, Stephen",skipped,4,1
28465_00000_759599_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_632408_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_631976_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_631461_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_631146_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen","Yundt, Robert",skipped,4,1
28465_00000_630924_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_630445_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_628606_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_625305_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_471578_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_471348_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_470523_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_469789_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_469387_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_468598_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_467961_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Wright, Stephen","Yundt, Robert",skipped,4,1
28465_00000_466184_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_362052_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_361098_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_360461_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_359679_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_278007_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_277778_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.","Yundt, Robert",skipped,4,1
28465_00000_274404_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wilson, David S.","Wright, Stephen",skipped,4,1
28465_00000_272916_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_182381_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.","Yundt, Robert",skipped,4,1
28465_00000_181754_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_180797_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen",skipped,skipped,skipped,4,1
28465_00000_179766_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_136517_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_135945_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_095888_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Yundt, Robert","Wright, Stephen",skipped,4,1
28465_00000_095728_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_045313_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_044970_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_019426_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wilson, David S.",skipped,skipped,4,1
28465_00000_016573_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Yundt, Robert","Wright, Stephen",skipped,4,1
28465_00000_005154_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_876924_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_876275_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,Write-in,skipped,skipped,skipped,4,1
28465_00000_874830_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wright, Stephen","Wilson, David S.",skipped,skipped,4,1
28465_00000_874780_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_871932_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.","Yundt, Robert","Wright, Stephen",skipped,4,1
28465_00000_871612_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_871330_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_868678_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_866096_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_865783_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_861809_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
28465_00000_861160_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert","Wright, Stephen","Wilson, David S.",skipped,4,1
28465_00000_859681_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Yundt, Robert",skipped,skipped,skipped,4,1
28465_00000_858809_,Ballot 29 - Type 29,Election Day,Judicial 3,Judicial,28-465 Seldon No. 2,28-465 Seldon No. 2,Region V,"Wilson, David S.",skipped,skipped,skipped,4,1
