ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,Num cands,Num seats
95300_00001_000084,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000083,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000039,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000038,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000021,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000102,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000060,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000059,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000096,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000095,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000053,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000041,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000022,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000098,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000063,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000043,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000023,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000002,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000079,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000048,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000024,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000004,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000107,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000066,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000044,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000025,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000006,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000047,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000026,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000011,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,Write-in,skipped,2,1
95300_00001_000093,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000062,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000061,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000042,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000013,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000078,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000046,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000045,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000029,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000018,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000090,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000089,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000055,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
95300_00001_000030,Ballot 26 - Type 26,Question,Judicial 3,Judicial,District 25  - Question,District 25  - Question,Region V,"Johnson, DeLena M.",skipped,2,1
