ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,Num cands,Num seats
95500_00011_000008,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Eastman, David",skipped,skipped,3,1
95500_00011_000001,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Eastman, David",skipped,skipped,3,1
95500_00011_000002,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
95500_00011_000006,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Underwood, Jubilee L.",skipped,skipped,3,1
95500_00011_000004,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Underwood, Jubilee L.",skipped,skipped,3,1
95500_00011_000007,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region V,"Underwood, Jubilee L.",skipped,skipped,3,1
92902_00000_118274_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.",skipped,skipped,3,1
92902_00000_680129_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.","Eastman, David",skipped,3,1
92902_00000_307194_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Eastman, David",skipped,skipped,3,1
92902_00000_663470_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.",skipped,skipped,3,1
92902_00000_262691_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Eastman, David",skipped,skipped,3,1
92902_00000_401742_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
100027_00001_000001,Ballot 28 - Type 28,Election Day,Judicial 3,Judicial,27-415 Meadow Lakes No. 2,27-415 Meadow Lakes No. 2,Director,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
100027_00001_000002,Ballot 28 - Type 28,Election Day,Judicial 3,Judicial,27-415 Meadow Lakes No. 2,27-415 Meadow Lakes No. 2,Director,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
100027_00001_000003,Ballot 28 - Type 28,Election Day,Judicial 3,Judicial,27-415 Meadow Lakes No. 2,27-415 Meadow Lakes No. 2,Director,"Underwood, Jubilee L.","Eastman, David",skipped,3,1
92901_00000_987754_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.",skipped,skipped,3,1
92901_00000_130436_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
92901_00000_201061_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.","Eastman, David",skipped,3,1
92901_00000_580266_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Eastman, David","Underwood, Jubilee L.",skipped,3,1
92901_00000_298085_,Ballot 28 - Type 28,Early Voting,Judicial 3,Judicial,District 27 - Early Voting,District 27 - Early Voting,Region II,"Underwood, Jubilee L.",skipped,skipped,3,1
