ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,Num cands,Num seats
100011_00004_000006,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Featherly, Walter T.","Coulombe, Julie",skipped,3,1
100011_00004_000007,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Featherly, Walter T.","Coulombe, Julie",skipped,3,1
100011_00004_000005,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Coulombe, Julie",skipped,skipped,3,1
100011_00004_000004,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Coulombe, Julie",skipped,skipped,3,1
100011_00004_000003,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Featherly, Walter T.",skipped,skipped,3,1
100011_00004_000002,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-225 Hillside No. 5,11-225 Hillside No. 5,Director,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_977199_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
11220_00000_976839_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
11220_00000_975396_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
11220_00000_782332_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_782177_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_782006_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
11220_00000_777890_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
11220_00000_777714_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",Write-in,skipped,3,1
11220_00000_774823_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_772858_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_771647_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_588653_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_588246_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_583996_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Coulombe, Julie",skipped,skipped,3,1
11220_00000_583817_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.","Coulombe, Julie",skipped,3,1
11220_00000_580729_,Ballot 12 - Type 12,Election Day,Judicial 3,Judicial,11-220 Hillside No. 4,11-220 Hillside No. 4,Region II,"Featherly, Walter T.",skipped,skipped,3,1
