ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,Num cands,Num seats
95200_00032_000037,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000021,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000003,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000102,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000101,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000066,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.","Wegener, Tina",skipped,4,1
95200_00032_000065,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000041,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000022,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben","Wegener, Tina",skipped,4,1
95200_00032_000011,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000104,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000103,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000070,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Wegener, Tina","Bjorkman, Jesse J.",skipped,4,1
95200_00032_000069,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000043,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000005,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina","Carpenter, Ben","Bjorkman, Jesse J.",skipped,4,1
95200_00032_000106,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000105,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000068,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00032_000067,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000042,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000024,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000010,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000096,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000054,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000053,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000040,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Wegener, Tina",skipped,skipped,4,1
95200_00032_000001,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000098,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000064,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000063,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000044,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000026,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000009,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000110,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000109,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000074,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.","Wegener, Tina",skipped,4,1
95200_00032_000073,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000045,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000014,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000112,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000111,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000078,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000077,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00032_000046,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000006,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.","Wegener, Tina",skipped,4,1
95200_00032_000115,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina","Bjorkman, Jesse J.","Carpenter, Ben",skipped,4,1
95200_00032_000076,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000075,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.","Wegener, Tina",skipped,4,1
95200_00032_000049,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000029,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000002,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000120,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben","Wegener, Tina",skipped,4,1
95200_00032_000119,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000080,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000079,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000050,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000030,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000018,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina","Bjorkman, Jesse J.","Carpenter, Ben",skipped,4,1
95200_00032_000122,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000121,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000082,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000081,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000051,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000031,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000114,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00032_000113,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000084,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000083,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000052,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000032,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000008,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000118,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000117,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",Write-in,"Bjorkman, Jesse J.","Carpenter, Ben",4,1
95200_00032_000088,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000087,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000057,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00032_000033,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000016,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000086,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000085,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000058,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000034,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000012,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00032_000090,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben","Wegener, Tina",skipped,4,1
95200_00032_000089,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",Write-in,skipped,skipped,4,1
95200_00032_000059,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000035,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000017,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000072,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00032_000071,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000060,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00032_000036,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00032_000013,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95500_00001_000001,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95500_00001_000006,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95500_00001_000007,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95500_00001_000009,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95500_00001_000002,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Wegener, Tina","Bjorkman, Jesse J.","Carpenter, Ben",skipped,4,1
95500_00001_000010,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95500_00001_000011,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95500_00001_000008,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Bjorkman, Jesse J.","Wegener, Tina",skipped,skipped,4,1
95500_00001_000003,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95500_00001_000012,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95500_00001_000013,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Wegener, Tina","Carpenter, Ben","Bjorkman, Jesse J.",skipped,4,1
95500_00001_000005,Ballot 8 - Type 8,Early Voting,Judicial 3,Judicial,District 7 - Early Voting,District 7 - Early Voting,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",Write-in,"Wegener, Tina",4,1
95200_00031_000246,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000245,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina","Bjorkman, Jesse J.","Carpenter, Ben",skipped,4,1
95200_00031_000244,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Bjorkman, Jesse J.",skipped,skipped,4,1
95200_00031_000243,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00031_000168,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000167,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00031_000166,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00031_000165,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Wegener, Tina",skipped,skipped,4,1
95200_00031_000128,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00031_000127,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,Write-in,"Carpenter, Ben",skipped,skipped,4,1
95200_00031_000091,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000041,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00031_000040,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Wegener, Tina","Carpenter, Ben",skipped,4,1
95200_00031_000022,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00031_000019,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.","Carpenter, Ben",skipped,skipped,4,1
95200_00031_000001,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben","Wegener, Tina",skipped,skipped,4,1
95200_00031_000238,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
95200_00031_000237,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Wegener, Tina",skipped,skipped,skipped,4,1
95200_00031_000236,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000235,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000146,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Carpenter, Ben",skipped,skipped,skipped,4,1
95200_00031_000145,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Bjorkman, Jesse J.",skipped,skipped,skipped,4,1
