ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
93500_00015_000037,Ballot 38 - Type 38,Early Voting,Judicial 4,Judicial,District 36 - Early Voting,House District 36 - Judicial District 4,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
93500_00015_000006,Ballot 38 - Type 38,Early Voting,Judicial 4,Judicial,District 36 - Early Voting,House District 36 - Judicial District 4,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James",skipped,skipped,skipped,5,1
936070_00001_6944258,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_3852991,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela","Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.","Fields, James",skipped,5,1
936070_00001_1093442,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_7194956,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_3772707,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_2368006,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_6943859,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936070_00001_4540741,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_2118050,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.","Goode, Pamela","Fields, James",skipped,skipped,5,1
936070_00001_7458300,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.","Fields, James",skipped,skipped,skipped,5,1
936070_00001_4178827,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_3177456,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James","Goode, Pamela","Schwanke, Rebecca A.",skipped,5,1
936070_00001_7736026,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_4590371,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James","Schwanke, Rebecca A.","Goode, Pamela",skipped,5,1
936070_00001_2405302,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
936070_00001_8196106,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_4718694,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James",skipped,skipped,skipped,5,1
936070_00001_2043151,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_8330828,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_5302932,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936070_00001_2170723,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela","Fields, James",skipped,skipped,skipped,5,1
936070_00001_9173173,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.","Goode, Pamela",skipped,skipped,skipped,5,1
936070_00001_5459693,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_2014224,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_8329629,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936070_00001_5717602,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_3654062,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_8694607,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_5881855,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936070_00001_3641591,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_5998759,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""","Goode, Pamela","Fields, James",skipped,skipped,5,1
936070_00001_2929113,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_6198907,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_3379122,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_9189716,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.","Fields, James","Goode, Pamela",skipped,skipped,5,1
936070_00001_6348247,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_3209493,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_6400137,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_3190462,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_6463839,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Fields, James","Goode, Pamela",skipped,skipped,skipped,5,1
936070_00001_1645247,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela","Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,skipped,5,1
936070_00001_9329421,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
936070_00001_6614075,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936070_00001_3752425,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_6736854,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_1771256,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936070_00001_6900028,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936070_00001_3525247,Ballot 39 - Type 39,Election Day,Judicial 3,Judicial,36-070 Gakona,36-070 Gakona,Region III,"Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
93200_00066_000001,Ballot 38 - Type 38,Absentee,Judicial 4,Judicial,District 36 - Absentee,House District 36 - Judicial District 4,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
93200_00066_000004,Ballot 38 - Type 38,Absentee,Judicial 4,Judicial,District 36 - Absentee,House District 36 - Judicial District 4,Region III,"Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
93200_00066_000002,Ballot 38 - Type 38,Absentee,Judicial 4,Judicial,District 36 - Absentee,House District 36 - Judicial District 4,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
93200_00066_000003,Ballot 38 - Type 38,Absentee,Judicial 4,Judicial,District 36 - Absentee,House District 36 - Judicial District 4,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James","Schwanke, Rebecca A.",skipped,skipped,5,1
936074_00001_6545680,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_3629614,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_3393431,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_6342761,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_3668479,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_1312076,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936074_00001_6265608,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_3786322,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_2015089,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_7607949,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_4095793,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_1762597,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_7637566,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_4213053,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_1933389,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_8381995,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_4517732,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_2227289,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.","Kowalski, Brandon P. ""Putuuqti""","Goode, Pamela","Fields, James",skipped,5,1
936074_00001_7143615,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_4598508,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.","Fields, James","Goode, Pamela",skipped,5,1
936074_00001_3035916,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
936074_00001_7653921,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_4629924,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_1838310,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_8417077,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Fields, James","Schwanke, Rebecca A.","Goode, Pamela","Kowalski, Brandon P. ""Putuuqti""",skipped,5,1
936074_00001_4787468,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_2905065,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_8756365,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_4868308,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.","Goode, Pamela",skipped,skipped,skipped,5,1
936074_00001_1610358,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_8825634,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_4941327,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_2680255,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_9821386,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela","Schwanke, Rebecca A.","Fields, James","Kowalski, Brandon P. ""Putuuqti""",skipped,5,1
936074_00001_5185584,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_1015846,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_9628959,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela",skipped,skipped,skipped,skipped,5,1
936074_00001_3355651,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
936074_00001_9731468,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_5631357,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.","Goode, Pamela","Fields, James","Kowalski, Brandon P. ""Putuuqti""",skipped,5,1
936074_00001_9477560,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.","Fields, James","Kowalski, Brandon P. ""Putuuqti""","Goode, Pamela",skipped,5,1
936074_00001_5725023,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_1688465,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela","Fields, James","Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,5,1
936074_00001_9244518,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_5801427,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""","Goode, Pamela","Fields, James","Schwanke, Rebecca A.",skipped,5,1
936074_00001_3580278,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_6050529,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James",skipped,skipped,skipped,5,1
936074_00001_3472418,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
936074_00001_9836500,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
936074_00001_6251716,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Goode, Pamela","Schwanke, Rebecca A.","Fields, James",skipped,skipped,5,1
936074_00001_1886458,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-074 Galena,36-074 Galena,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_839038_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_837974_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_836634_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_836009_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_835299_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_833963_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_832226_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Fields, James","Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,5,1
36001_00000_831752_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.","Goode, Pamela",skipped,skipped,skipped,5,1
36001_00000_589531_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_586900_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.","Goode, Pamela","Fields, James",Write-in,"Kowalski, Brandon P. ""Putuuqti""",5,1
36001_00000_583844_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_582405_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""","Fields, James","Schwanke, Rebecca A.","Goode, Pamela",skipped,5,1
36001_00000_582122_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Fields, James","Goode, Pamela","Kowalski, Brandon P. ""Putuuqti""","Schwanke, Rebecca A.",skipped,5,1
36001_00000_581353_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_579856_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_577158_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_479963_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_478841_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_476568_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_475158_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
36001_00000_383006_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Fields, James",skipped,skipped,skipped,skipped,5,1
36001_00000_379951_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_379100_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Kowalski, Brandon P. ""Putuuqti""",skipped,skipped,skipped,skipped,5,1
36001_00000_379070_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
36001_00000_278658_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_276162_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Schwanke, Rebecca A.",skipped,skipped,skipped,skipped,5,1
36001_00000_276020_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Goode, Pamela","Schwanke, Rebecca A.","Fields, James",skipped,skipped,5,1
36001_00000_275875_,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-001 Goldstream No. 1,36-001 Goldstream No. 1,Region III,"Goode, Pamela","Schwanke, Rebecca A.",skipped,skipped,skipped,5,1
