ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,Num cands,Num seats
92200_00108_000037,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000019,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000010,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000039,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000020,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000012,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000038,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000021,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",Write-in,"Johnson, Craig W.",3,1
92200_00108_000004,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000042,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000022,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000001,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000040,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000006,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000024,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000003,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000014,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000027,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000008,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000041,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.","Kopp, Charles M. ""Chuck""",skipped,3,1
92200_00108_000028,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000002,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000029,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000009,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.","Kopp, Charles M. ""Chuck""",skipped,3,1
92200_00108_000030,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000013,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000031,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000018,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000032,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000007,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000033,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000034,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000015,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.",skipped,skipped,3,1
92200_00108_000035,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92200_00108_000016,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Kopp, Charles M. ""Chuck""",skipped,skipped,3,1
92200_00108_000017,Ballot 11 - Type 11,Absentee,Judicial 3,Judicial,District 10 - Absentee,District 10 - Absentee,Region II,"Johnson, Craig W.","Kopp, Charles M. ""Chuck""",skipped,3,1
92800_00015_000001,Ballot 11 - Type 11,Early Voting,Judicial 3,Judicial,District 10 - Early Voting,District 10 - Early Voting,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
92800_00015_000002,Ballot 11 - Type 11,Early Voting,Judicial 3,Judicial,District 10 - Early Voting,District 10 - Early Voting,Region II,"Kopp, Charles M. ""Chuck""","Johnson, Craig W.",skipped,3,1
